name,price,cashback(%),location,rating,sold,status,link,image,seller
Zwitsal Baby Bath Aloe Vera 450Ml Twinpack FREE Baby Diaper Cream 50gr,Rp73.200,Cashback 5%,Dilayani Tokopedia,5.0,70+ terjual,Official Store,https://www.tokopedia.com/unilever/zwitsal-baby-bath-aloe-vera-450ml-twinpack-free-baby-diaper-cream-50gr?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/17/135781a3-0b54-4b22-adc4-df8a970b8986.jpg,unilever
Buy 1 Lifebuoy Sabun Cuci Piring Refill 680ML FREE Sponge Scotch Brite,Rp9.200,,Dilayani Tokopedia,4.9,1rb+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-1-lifebuoy-sabun-cuci-piring-refill-680ml-free-sponge-scotch-brite?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/d514d804-e8e2-48bc-b2cb-ebacc650b200.png,unilever
Buy 2 Close Up Korea Everfresh Eucalyptus free Kim Mingue Totebag,Rp57.100,Cashback 5%,Dilayani Tokopedia,5.0,40+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-close-up-korea-everfresh-eucalyptus-free-kim-mingue-totebag?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/f43aeb70-f4de-4ebf-a435-2ec34898bec4.jpg,unilever
Buy 2 Close Up Korea Everfresh Spearmint free Kim Mingue Totebag,Rp57.100,Cashback 5%,Dilayani Tokopedia,5.0,80+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-close-up-korea-everfresh-spearmint-free-kim-mingue-totebag?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/6d118323-49f8-4f94-8614-5f7d60f4ba86.jpg,unilever
Buy 2 Lifebuoy Shampoo Anti Hairfall 170ml Free Scrunchie,Rp45.900,Cashback 5%,Dilayani Tokopedia,5.0,40+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-lifebuoy-shampoo-anti-hairfall-170ml-free-scrunchie?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/47a4bd30-5516-4a4e-b108-e7ba8b2e67b7.jpg,unilever
Buy 2 Lifebuoy Shampoo Refresh n Cool 155ml Free Scrunchie,Rp45.900,Cashback 5%,Dilayani Tokopedia,5.0,70+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-lifebuoy-shampoo-refresh-n-cool-155ml-free-scrunchie?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/43f817d2-3efb-459a-a735-b3db4aad39d1.jpg,unilever
Buy 2 Sunsilk Black Shine 900ml FREE Sunsilk Rambut Rontok 300 ML,Rp190.200,Cashback 5%,Dilayani Tokopedia,5.0,17 terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-sunsilk-black-shine-900ml-free-sunsilk-rambut-rontok-300-ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/bd05a7ba-e363-49cb-9d4b-ed2d34cc6cab.jpg,unilever
Buy 2 Sunsilk Black Shine 900ML FREE Ponds Rose Micellar Water 100ML,Rp190.200,Cashback 5%,Dilayani Tokopedia,5.0,4 terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-sunsilk-black-shine-900ml-free-ponds-rose-micellar-water-100ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/28536607-e162-4868-aec4-219d6b8ec9ac.jpg,unilever
Buy 2 Rexona Hijab Natural Peach & Mint Cool FREE Sunsilk Hijab 160ml,Rp46.800,Cashback 5%,Dilayani Tokopedia,5.0,50+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-rexona-hijab-natural-peach-mint-cool-free-sunsilk-hijab-160ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/bb8892fd-27d9-47ab-ab3a-9537be26d069.png,unilever
Buy 2 Sunsilk Black Shine 900 ml Refill Pouch FREE Sunsilk 300 ML,Rp190.200,Cashback 5%,Dilayani Tokopedia,5.0,8 terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-sunsilk-black-shine-900-ml-refill-pouch-free-sunsilk-300-ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/13/3e024bfa-5ee6-4b1e-b2d7-a747cb4c31cb.jpg,unilever
Bango Less Sugar 520ml Multipack,Rp79.000,Cashback 5%,Dilayani Tokopedia,4.9,40+ terjual,Official Store,https://www.tokopedia.com/unilever/bango-less-sugar-520ml-multipack?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/25/d839a81e-4619-4188-a762-d8e0cca6f8bb.jpg,unilever
Bango Less Sugar 520ml Twinpack,Rp53.700,Cashback 5%,Dilayani Tokopedia,5.0,70+ terjual,Official Store,https://www.tokopedia.com/unilever/bango-less-sugar-520ml-twinpack?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/25/08ef9da7-6e30-400c-9f09-8146100007e6.jpg,unilever
Bango Less Sugar 520ML Kecap Rendah Gula,Rp27.300,,Dilayani Tokopedia,4.9,250+ terjual,Official Store,https://www.tokopedia.com/unilever/bango-less-sugar-520ml-kecap-rendah-gula?extParam=whid%3D13056835%26src%3Dshop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/25/9407a7eb-a423-464d-b85d-c12213632b62.jpg,unilever
[NOT FOR SALE] LBP Body Mist Lavender & Vanilla 100 ML FREE,Rp100.000,Cashback 5%,Dilayani Tokopedia,,,Official Store,https://www.tokopedia.com/unilever/not-for-sale-lbp-body-mist-lavender-vanilla-100-ml-free?extParam=whid%3D13056835%26src%3Dshop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/9/850cc159-4748-497a-9558-49295cc218b8.jpg,unilever
[NOT FOR SALE] LBP Body Mist Rose & Coconut 100 ML FREE,Rp100.000,Diskon Bundling 99%,Dilayani Tokopedia,5.0,17 terjual,Official Store,https://www.tokopedia.com/unilever/not-for-sale-lbp-body-mist-rose-coconut-100-ml-free?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/9/a69ba678-10b7-4fd8-b3e8-efb0622b0eab.jpg,unilever
[NOT FOR SALE] LBP Hair Conditioner Volume & Bounty 400ML FREE,Rp100.000,Cashback 5%,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/not-for-sale-lbp-hair-conditioner-volume-bounty-400ml-free?extParam=whid%3D13056835%26src%3Dshop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/9/3ff335e6-35c9-4232-8df3-fbc038ddff53.jpg,unilever
[NOT FOR SALE] LBP Hair Conditioner Soft & Nourish 380ML FREE,Rp100.000,Diskon Bundling 99%,Dilayani Tokopedia,5.0,40+ terjual,Official Store,https://www.tokopedia.com/unilever/not-for-sale-lbp-hair-conditioner-soft-nourish-380ml-free?extParam=whid%3D13056835%26src%3Dshop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/9/998a2458-24b0-4b73-8272-b5618a134f8a.jpg,unilever
Bango Less Sugar 520ml Twinpack FREE Fiber Creme 100 gr,Rp53.700,Cashback 5%,Dilayani Tokopedia,5.0,50+ terjual,Official Store,https://www.tokopedia.com/unilever/bango-less-sugar-520ml-twinpack-free-fiber-cr-me-100-gr?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/25/ef37edb8-1c0a-45b8-9623-03d26c2c4a82.jpg,unilever
Closeup Korea Everfresh Spearmint free Exclusive Kim Mingue Pouch,Rp57.100,Cashback 5%,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/closeup-korea-everfresh-spearmint-free-exclusive-kim-mingue-pouch?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/6/7f64af58-0ac8-4327-b148-8e21c860ed05.jpg,unilever
Closeup Korea Everfresh Eucalyptus free Exclusive Kim Mingue Pouch,Rp57.100,Cashback 5%,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/closeup-korea-everfresh-eucalyptus-free-exclusive-kim-mingue-pouch?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/6/09f12fd8-2b75-4e13-86db-0263016180fb.jpg,unilever
Rinso Matic Detergen Cair Mesin Cuci Bukaan Atas 700mL ,Rp20.182,,Dilayani Tokopedia,4.9,750+ terjual,Official Store,https://www.tokopedia.com/unilever/rinso-matic-detergen-cair-mesin-cuci-bukaan-atas-700ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/22/63fb0ec8-0932-4e40-b759-173a7e8e40e0.png,unilever
Buy 1 Bango Kecap Manis 735ml FREE Kuas,Rp31.300,Cashback 5%,Dilayani Tokopedia,5.0,100+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-1-bango-kecap-manis-735ml-free-kuas?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/22/0171fd0e-05a4-40fe-9ffa-5a7f559902d0.jpg,unilever
Sunlight Sabun Cuci Piring Extra Lembut 650mL Isi 6,Rp77.700,Cashback 5%,Dilayani Tokopedia,5.0,500+ terjual,Official Store,https://www.tokopedia.com/unilever/sunlight-sabun-cuci-piring-extra-lembut-650ml-isi-6?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/23/1e95a690-2da2-450e-b2b7-98e17a3e8f2f.png,unilever
Sunlight Sabun Cuci Piring Extra Lembut 650mL Isi 4,Rp51.800,Cashback 5%,Dilayani Tokopedia,5.0,250+ terjual,Official Store,https://www.tokopedia.com/unilever/sunlight-sabun-cuci-piring-extra-lembut-650ml-isi-4?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/23/62c99fa4-9403-4154-afaa-0689dc6708e9.png,unilever
Buy 3 Sunlight Ekstra Lembut + Buy 1 Vaseline Lotion Health Bright UV ,Rp54.300,Cashback 5%,Dilayani Tokopedia,4.9,100+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-3-sunlight-ekstra-lembut-buy-1-vaseline-lotion-health-bright-uv?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/22/6c4f2d17-72e3-4bbf-ae09-52783aa71e58.jpg,unilever
Buy 2 Rinso Micellar FREE Dove Micellar Shampoo Deep Cleanse 190ml,Rp71.000,Cashback 5%,Dilayani Tokopedia,5.0,40+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-rinso-micellar-free-dove-micellar-shampoo-deep-cleanse-190ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/22/19eac02f-0b54-41b0-8be7-d3a146a74fef.jpg,unilever
Buy 2 Sunlight Jeruk Nipis 1500mL Free 1 Marjan,Rp59.900,Cashback 5%,Dilayani Tokopedia,5.0,1rb+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-sunlight-jeruk-nipis-1500ml-free-1-marjan?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/15/1abe804f-aea8-4461-9ac7-fae9cff9f253.jpg,unilever
BUAVITA Jus Buah Korean White Peach Minuman Kaya Vitamin C 245 Isi 6,Rp55.700,Cashback 5%,Dilayani Tokopedia,5.0,12 terjual,Official Store,https://www.tokopedia.com/unilever/buavita-jus-buah-korean-white-peach-minuman-kaya-vitamin-c-245-isi-6?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/13/faecb430-23a1-4cd6-b9e9-a275eb83e560.jpg,unilever
BUAVITA Jus Buah Korean White Peach Minuman Kaya Vitamin C 245 Isi 4,Rp37.200,Cashback 5%,Dilayani Tokopedia,5.0,22 terjual,Official Store,https://www.tokopedia.com/unilever/buavita-jus-buah-korean-white-peach-minuman-kaya-vitamin-c-245-isi-4?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/13/ec16de7f-f573-4dde-b98f-307a7b1055c7.jpg,unilever
BUAVITA Jus Buah Korean White Peach Minuman Kaya Vitamin C 245 Isi 3,Rp27.900,,Dilayani Tokopedia,5.0,18 terjual,Official Store,https://www.tokopedia.com/unilever/buavita-jus-buah-korean-white-peach-minuman-kaya-vitamin-c-245-isi-3?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/13/4c2b615c-1898-42c6-a9ed-f03c850ab9d2.jpg,unilever
BUAVITA Jus Korean White Peach Minuman Kaya Vitamin C 245ml Twinpack,Rp18.900,,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/buavita-jus-korean-white-peach-minuman-kaya-vitamin-c-245ml-twinpack?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/13/3ae02f34-b74c-4948-85b0-1e908d09dc5a.jpg,unilever
Buy 2 Glow & Lovely UV Krim Vit C & Niacinamide Sunscreen Get Pouch,Rp41.800,Cashback 5%,Dilayani Tokopedia,5.0,17 terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-glow-lovely-uv-krim-vit-c-niacinamide-sunscreen-get-pouch?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/8/e2da4349-0c79-47db-b541-4d845d9c8025.jpg,unilever
Buy 2 Glow & Lovely Facial Foam 100G Get 1 Glow & Lovely Cream 20G,Rp56.500,Cashback 5%,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-glow-lovely-facial-foam-100g-get-1-glow-lovely-cream-20g?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/8/902e77cc-9f9d-4770-9cf7-c10c7fd4ad60.jpg,unilever
Buy 2 Pepsodent Sensitive Mineral Expert 100g FREE Dove Shampoo 125ml,Rp64.300,Cashback 5%,Dilayani Tokopedia,5.0,70+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-pepsodent-sensitive-mineral-expert-100g-free-dove-shampoo-125ml?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/15/b9f9966f-348b-4970-af61-477ac0456439.png,unilever
Buy 2 Glow & Lovely Sunscreen 40gr Get 1 Glow & Lovely Facial Foam 50G,Rp74.700,Cashback 5%,Dilayani Tokopedia,5.0,21 terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-glow-lovely-sunscreen-40gr-get-1-glow-lovely-facial-foam-50g?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/8/f9f9ed49-a17a-4a2c-923f-80e843918d52.jpg,unilever
Buy 2 Ponds Bright Beauty Cream 40G Get 1 Ponds UV Protect Sun Serum,Rp108.100,Cashback 5%,Dilayani Tokopedia,5.0,30+ terjual,Official Store,https://www.tokopedia.com/unilever/buy-2-ponds-bright-beauty-cream-40g-get-1-ponds-uv-protect-sun-serum?extParam=src%3Dshop%26whid%3D13056835,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/8/abf4a99c-1a6e-496b-b56e-7116ae769710.jpg,unilever
