name,price,cashback(%),seller,location,rating,sold,status,link,image
HP 14S-DQ5115TU - Core i3 1215U 512GB SSD 4GB RAM Intel UHD Notebook,Rp6.649.000,Cashback 2%,GASOL,Malang,,,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnOHpedHAjhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_KOHmFircYpq9z2Qfdi6sUObm-0g9BRQR-j9fBjUst7HpKRHpJNopHRbm-xQcri6i-0PVYB8cVsPVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Kf9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_KhbsypoAnh6AHF6_rdHsUDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1Okz9xvzcHF_Oz0o1Y1qpuvucDO_OzSq1hAZSuiHsuk3Bo-ojBWZ_VgucD7_jzZq1h91MW6uJO7_jz0HBB2H3x6zOBN_VPqqVBW1Mx68jBR3M2SouB2Z9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBX1SzMZIxagJyNQcuIzM2je7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_S20P1NEu_u6zVjh_S2gHjO1e_u6q1tNUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUS-BQcufy3NsguYpyfYagZUEHmddHAUR6AeFosJfoAyf6_JRbm-FrMBsguYiq3ei6sJdo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEope7bsUN6_rNoprao_1FoZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdp6_epoAnfos17H_KOHsr7we?pub_id=0&management_type=1&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fgasol%2Fhp-14s-dq5115tu-core-i3-1215u-512gb-ssd-4gb-ram-intel-uhd-notebook%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_domain=0&pub_unit=0&ob=23&src=search&page=1&dv=desktop&keywords=laptop&is_search=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/11/91b1fb5f-d279-470d-8b26-d0bdadc9cd06.jpg
DELL LATITUDE 5285 CORE I5 7300U LAPTOP TABLET 2 IN 1 MURAH SECOND,Rp990.000,Cashback 2%,ASV LAPTOP STORE,Kab. Sleman,5.0,26 terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_KFHArOo_nRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_j7HsHDUMoFyaUEo_1Fbm-FQRo2PcB5QiUEHZFiqfuNPfYagVY2gmUEoAHdopefoprhoiFiy3hSUstiqRzwrcxay9oB9RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6ABPbm-X9foxQMz2gcV7guYxgIHi6sUhHmFiy3-wPcupPmUEUjdibm-aQfhDg3NsguYMQcYRUstigMh5POYjg3zOrch2yfV7q3YX9RCxgfBXy9z2Qfdibm-aQfhDg3NsguYfy9-2y3N79fNxQ31i6i-5rMPwgMBdrRuFrchN9RCSHZUDUS-5QchBQMoB9fudrcuaq3OBQSzwQMVWgZUEUSC5yOYpg3VayfxwgcujP9nibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstOHpnX6_j7opefHsnO6_rpoZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_zHqjuR_7zVP7YJz9PvzJuR_7zVP7Y_Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9PHqjJF_7zV81N_Z9o-Q_ufyMO6QJBkQfBqucoN_OP6q1da39z6ucPd_1HFHV211_uHu71a_M2sPV21qcxvzV1F_uz6QV21qcO-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBjzpJdgjP7HVKaZSBiHjg0gjxdrMzc69PxZJ2typ-uq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-P7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1NJ__oHqMD7_OzsoJOJe_o6qjj7_S2zq3gzv_7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsrdH_nOosHaHpyN6AeN6AJDUSCaq3oB9f-2gmUEo_1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srfomda6_HaoAUhHArp6_rDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6AUdopUaoAUfoAUF6APY?is_search=1&dv=desktop&pub_unit=0&keywords=laptop&ob=23&t=desktop&src=search&pub_id=0&page=2&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fasvlaptop%2Fdell-latitude-5285-core-i5-7300u-laptop-tablet-2-in-1-murah-second-5285-hanya-keyboard-a2c35%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_domain=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/11/63d103a0-0126-4e86-9dc3-42c778c37b3a.jpg
"HP ENVY X360 13 TOUCH 12TH i7 1250U 8GB 512SSD W11 13.3FHD WUXGA IRIS - SILVER, NON BUNDLING",Rp11.849.000,Cashback 2%,Top Tech,Jakarta Utara,4.9,20 terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yOos1dHsHhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_j7HsHDUMoFyaUEos1Fbm-FQRo2PcB5QiUEHiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6ABPbm-X9foxQMz2gcV7guYxgIHi6sUhHmFiy3-wPcupPmUEUjdibm-aQfhDg3NsguYMQcYRUstigMh5POYjg3zOrch2yfV7q3YX9RCxgfBXy9z2Qfdibm-aQfhDg3NsguYfy9-2y3N79fNxQ31i6i-5rMPwgMBdrRuFrchN9RCSHZUDUS-5QchBQMoB9fudrcuaq3OBQSzwQMVWgZUEUSC5yOYpg3VayfxwgcujP9nibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstOosKXoA1h6AKa6_eOHAeNbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1p_32DqBBkgcOHuV17_uzCPJNIu_Cv1pVt_M2gH7h9u_zgucrh_jzV8B29u_zqq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PNyjrNHfgU8IooH_xE_OzSo3gU8IoouRxfgAod6c-JZMgo8MrF_jxd6cHp1SzMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-HJNkgRuvzcra_32V81O1e9Bvzcr7_92uq3gzv_7ibm-sQIupPcua9fBj9RyaUstaopjNoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUSCaq3oB9f-2gmUEos1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srfHidposUfH_nNoAna6AHdbm-hP3ua8uYag3hay3N09RosQR-BUstFbsyhopU7H_edHpyaosndH_gY?keywords=laptop&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Ftoptech%2Fhp-envy-x360-13-touch-12th-i7-1250u-8gb-512ssd-w11-13-3fhd-wuxga-iris-silver-non-bundling%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&src=search&t=desktop&pub_unit=0&dv=desktop&is_search=1&pub_domain=0&page=2&management_type=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/28/e56b728c-2df2-4c79-97db-e691d8f657bf.jpg
"Laptop Lenovo Thinkpad X240 Core i7 Gen 4 - Bergaransi - 4 gb, HDD 320GB",Rp2.049.000,Cashback 3%,Debby Batavia Computer,Bekasi,4.8,11 terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jaosHNosyObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_j7HsHDUMoFyaUEH_KOHmFircYpq9z2Qfdi6sHDUMWB89P5rMzwq3ei6sep6Anfo_HFH_eDUMVDgaUEUMW79fudy3o79RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sUhHmFiy3-wPcupPmUEUjdibm-aQfhDg3NsguYMQcYRUstigMh5POYjg3zOrch2yfV7q3YX9RCxgfBXy9z2Qfdibm-aQfhDg3NsguYfy9-2y3N79fNxQ31i6i-5rMPwgMBdrRuFrchN9RCSHZUDUS-5QchBQMoB9fudrcuaq3OBQSzwQMVWgZUEUSC5yOYpg3VayfxwgcujP9nibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstO6_UXosyhHAHhHpJh6AJOHiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjVO_32V8JYJypCvucDO_Oz0o1Y1qpuvucP2_JoGP3Uao32q17jfZ3OuH7OkQc2gqMzW_VzuoJO1e9z6zO1F_OHhqJNk3_oHuO173uzSH1NJz92quO173MB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3NZPcgU8I-jzsBDg1PcqMzAZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z_CvzcPO_7zuH1OJyRx68Bja_320HjNku3BM1_7YUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUS-BQcufy3NsguYpyfYagZUEHmddHpnaHsnfHArdH_UfHsKpbm-FrMBsguYiq3ei6sJdo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEopyFbsKRH_nNos1O6AeO6_HDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXoAnaosepoAJa6ArRoAJfHS7?dv=desktop&src=search&pub_domain=0&pub_unit=0&page=2&t=desktop&ob=23&is_search=1&pub_id=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fdebbybatavia%2Flaptop-lenovo-thinkpad-x240-core-i7-gen-4-bergaransi-4-gb-hdd-320gb-736f1%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=laptop&management_type=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/13/d4f657a8-329f-479d-b755-b28deb5ffde6.jpg
Ultrabook Lenovo Thinkpad X260 Core i5 Generasi 6,Rp2.000.000,Cashback 2%,HarselWilaza,Jakarta Pusat,5.0,30+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsndoA1O6Ajdbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_j7HsHDUMoFyaUEH_KOHmFircYpq9z2Qfdi6seDUMWB89P5rMzwq3ei6sep6AHa6AHpo_nDUMVDgaUEUMW79fudy3o79RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6AzPbm-X9foxQMz2gcV7guYxgIHi6sUhHmFiy3-wPcupPmUEUjdibm-aQfhDg3NsguYMQcYRUstigMh5POYjg3zOrch2yfV7q3YX9RCxgfBXy9z2Qfdibm-aQfhDg3NsguYfy9-2y3N79fNxQ31i6i-5rMPwgMBdrRuFrchN9RCSHZUDUS-5QchBQMoB9fudrcuaq3OBQSzwQMVWgZUEUSC5yOYpg3VayfxwgcujP9nibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstO6AnX6AnO6AydHsJ7osJaHZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z92HqjOE_92o8jOE_92o8jOE_92o8jOEu3BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoepzN_uzVoJNE1_uvucDO_Oz0o1Y1qpuve7BpZ37OPM-W_Mh-qMY23Bzs81Y9_MB6HBB7_BzS8JOAHACquVJO_VPVHjNkyRzqucxt_7zuHJO1_MhqucxWZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2gJrh6cgIPACyHBy73uP6HJB2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk1_ov1pzR_S2g8jNkgRPvzcPE_uzgH1BXHA7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsrRHsUaHArpHpehHpUR6_jDUSCaq3oB9f-2gmUEH_KOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRo_KXHpnhH_yRHpnhHArFHiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmd7o_JaHAHOHpUh6_1Nosrhwe?pub_id=0&is_search=1&keywords=laptop&dv=desktop&pub_domain=0&page=2&src=search&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fharselwilaza%2Fultrabook-lenovo-thinkpad-x260-core-i5-generasi-6-8gb-256-gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&ob=23&t=desktop&pub_unit=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/25/a187059f-adcc-4a85-a791-80b3d76726ef.jpg
"LAPTOP ACER TRAVELMATE P214 i5 1235U 16GB 1TBSSD W11 14.0FHD - 8GB/512SSD, NON BUNDLING",Rp7.949.000,Cashback 2%,Top Tech,Jakarta Utara,5.0,60+ terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jd6A1hHAyRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_j7HsHDUMoFyaUEos1Fbm-FQRo2PcB5QiUEoZFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sUhHmFiy3-wPcupPmUEUjdibm-aQfhDg3NsguYMQcYRUstigMh5POYjg3zOrch2yfV7q3YX9RCxgfBXy9z2Qfdibm-aQfhDg3NsguYfy9-2y3N79fNxQ31i6i-5rMPwgMBdrRuFrchN9RCSHZUDUS-5QchBQMoB9fudrcuaq3OBQSzwQMVWgZUEUSC5yOYpg3VayfxwgcujP9nibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstOo_KXosKpHsydop17HA1aoZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OuH7OkQc2gqMzW_VzuoJO1e9z6zO1F_OHhqJNk3_oHuO173uzSH1NJz92quO173MB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8BxE__uvzJtdgjPR83-I6_oMZIxp_uPdPMep8AxizJ2M_92SHJNU8AxsHO-7gjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z_C6qjVO_7z-oJN1qR26zJON_1zVH1N_Zsjibm-sQIupPcua9fBj9RyaUstp6_HFbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirI-2yfuwyMBjUstfo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEop1RbsUpo_UdopHaoArhosJDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXoseOopKOosUfoAnhHpjpo97?pub_id=0&pub_unit=0&page=2&dv=desktop&is_search=1&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ftoptech%2Flaptop-acer-travelmate-p214-i5-1235u-16gb-1tbssd-w11-14-0fhd-8gb-512ssd-non-bundling%3FextParam%3Divf%253Dfalse%26src%3Dtopads&management_type=1&src=search&keywords=laptop&ob=23&pub_domain=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/7/d2b55c82-60a3-455f-8492-68438a632a2f.jpg
"ASUS VivoBook Ultra 15 OLED K513EA i5-1135G7 512GB 15.6"" FHD W11 OHS",Rp8.659.000,Cashback 2%,Collins Official,Jakarta Pusat,4.9,250+ terjual,Official Store,https://www.tokopedia.com/collinsofficial/asus-vivobook-ultra-15-oled-k513ea-i5-1135g7-512gb-15-6-fhd-w11-ohs-ram-8gb-38970?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/27/82e4bf4a-7625-4d31-9797-2532232527b9.jpg
"ASUS Zenbook 14X OLED Q410VA Touch EVO i5-13500H 8GB 512GB 14.5"" QHD",Rp11.349.000,Cashback 2%,Gateway Indonesia Comp,Jakarta Utara,5.0,17 terjual,Official Store,https://www.tokopedia.com/gateway/asus-zenbook-14x-oled-q410va-touch-evo-i5-13500h-8gb-512gb-14-5-qhd-non-bundling-windows-11-36949?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/24/28739416-8e02-458a-a649-bda2a781be60.jpg
LAPTOP ACER ASPIRE 3 A314-23M RYZEN 5-7520U 8GB 512GB RADEON 610M W11,Rp6.979.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.9,750+ terjual,Official Store,https://www.tokopedia.com/protechcom/laptop-acer-aspire-3-a314-23m-ryzen-5-7520u-8gb-512gb-radeon-610m-w11?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/28/66db452b-7357-4528-b069-2fb1b863c628.jpg
"ASUS EXPERTBOOK P1412CEA i3-1115G4 8GB 256GB INTEL UHD 14"" FHD W11 ",Rp5.499.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.8,100+ terjual,Official Store,https://www.tokopedia.com/protechcom/asus-expertbook-p1412cea-i3-1115g4-8gb-256gb-intel-uhd-14-fhd-w11-ddr4-4gb-84324?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/12/fd0fb165-d305-4c92-94e4-f518a3da860a.jpg
"MSI BRAVO 15 B7ED RYZEN 5-7535HS RX6550M 4GB 15.6"" FHD OHS W11",Rp9.999.000,Cashback 2%,MSI Official Store,Jakarta Pusat,4.9,70+ terjual,Official Store,https://www.tokopedia.com/msi-official/msi-bravo-15-b7ed-ryzen-5-7535hs-rx6550m-4gb-15-6-fhd-ohs-w11-ddr5-8gb-a3618?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/30/30be9b58-e090-455b-8c14-0279e1e6056d.jpg
