name,price,cashback(%),seller,location,rating,sold,status,link,image
Laptop lenovo 11e yoga Touchscreen ,Rp1.300.000,Cashback 2%,Wilaza Tech,Jakarta Pusat,5.0,60+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsn76_epoAefbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEHsyFHmFircYpq9z2Qfdi6sJfbm-0g9BRQR-j9fBjUst7H_edoAHpoA1Obm-xQcri6i-0PVYirMYxgVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_KN9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_rdbsedoA1fosURH_ndHseDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BN_c2oP7Ok392ouV1p_7z0HJNE__-ve7BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2-81NE1_uvucDO_Oz0o1Y1qpuvucD7Z3BRq3-W69ugHBu2_fBGq1N9z_uvzVJF33jhqO2Ju92HuVJO_MO-PVB11MOoq_VW3uPGqOB1yRBozOj7_OP-q1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGHc-y8AxxHO-M33NGPBB913BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfB6zcHp_c2VHjO13_C68B17_jz0H1N2Zsjibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsKOHpeRHAefH_eho_JFHAUDUSCaq3oB9f-2gmUEHsyFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRosyXoAK7HpJR6_yO6_Ufbm-hP3ua8uYag3hay3N09RosQR-BUstFbsehoAjRHpUfosKN6AyNHAgY?pub_id=0&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fwilazatech%2Flaptop-lenovo-11e-yoga-touchscreen%3FextParam%3Divf%253Dfalse%26src%3Dtopads&management_type=1&dv=desktop&src=search&is_search=1&page=1&pub_unit=0&keywords=laptop&t=desktop&pub_domain=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/9/40abaf8a-59d5-4ab1-96ff-a6af763380cf.jpg
"ACER NITRO 5 AN515-58 i5-12500H 16GB 512GB RTX3050 4GB 15.6"" OHS W11",Rp12.259.000,Cashback 2%,Protech Computer,Jakarta Pusat,5.0,100+ terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yNosjN6Ardbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_HOHmFircYpq9z2Qfdi6sJRbm-0g9BRQR-j9fBjUst7HpKhHpeNHA1pbm-xQcri6i-0PVYirMYxgVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7oaF7HAnd9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEosn7bsHNH_HO6_U7opefoaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_VHqB1p_jz08JOkgpuoucD7_M2CHjONZ9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9PHqjud_7zV81N_Z9o-Q_ufyMO6QJBkQfBgqBgt_OzSHJNIZ9zqzOJh_9jFHJY13MBHu71F3M2-PV2WzMBqz71p_32mQ1YJQcB-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBjzpJdgjP7HVKaZSBiHjg0Z3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_1o-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32zo1YAoAVo8jJ7_1zuHJN1z_uoqMr7Z3dFvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopyfosUdoAKho_HFo_Uh6mFirI-2yfuwyMBjUsthHp1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srfHZdRosUFHAHao_nRHAnabm-hP3ua8uYag3hay3N09RosQR-BUstFbseFo_rOopeao_Jh6_jfoAuY?t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fprotechcom%2Facer-nitro-5-an515-58-i5-12500h-16gb-512gb-rtx3050-4gb-15-6-ohs-w11-16gb%3FextParam%3Dcmp%253D1%2526ivf%253Dfalse%26src%3Dtopads&pub_id=0&pub_unit=0&is_search=1&management_type=2&dv=desktop&pub_domain=0&keywords=laptop&ob=23&src=search&page=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/27/394faf9c-ae9e-4142-8f4c-11c26f85abb4.jpg
Ultrabook Lenovo Thinkpad X260 Core i5 Generasi 6,Rp2.000.000,Cashback 2%,HarselWilaza,Jakarta Pusat,5.0,30+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsndoA1O6Ajdbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_KOHmFircYpq9z2Qfdi6sJdbm-0g9BRQR-j9fBjUst7HpKpHsKpHp1Fbm-xQcri6i-0PVYB8cVsPVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_K79ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_KFbsKFo_Kf6AUhoAyhHsJDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BE_c2o8jOE_92o8jOE_92o8jOE_92o8Bu2_JoGrB2yQAoiH7203Ao6qMUpZMh-qMY2_1H781O1z_z68BJO_Oz0o1Y1qpuvucDO_7o-r7BWo9giQ1NDZ325quBkuMxvucrF_jP-PV2I1_Vo8_nF_Ozqq1h9z_CqqjB73MOcqu2Iz_ooqj-W_7zDq1B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3zIH_xMzReF3A-3oVB9_sC-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoe7BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qBJp_OH7P7NE3926qMPR_7zS8jO13_V-QsnYUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUS-BQcufy3NsguYpyfYagZUEHmdRopUaHsnRHpH7H_HaopjNbm-FrMBsguYiq3ei6sJdo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEopyFbsjN6AK7HAKfHpHFoA1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXoAyFoAja6_eR6A1Fo_1poI7?management_type=1&src=search&pub_unit=0&page=1&ob=23&pub_id=0&pub_domain=0&keywords=laptop&dv=desktop&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fharselwilaza%2Fultrabook-lenovo-thinkpad-x260-core-i5-generasi-6-8gb-256-gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&t=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/25/a187059f-adcc-4a85-a791-80b3d76726ef.jpg
MSI MODERN 14 C11M 244ID Core I3 1115G4 256GB SSD 8GB RAM INTEL UHD,Rp5.773.000,Cashback 2%,GASOL,Malang,,,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jR6Anh6_r7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_KOHmFircYpq9z2Qfdi6sJNbm-0g9BRQR-j9fBjUst7HpKRHpJNopHRbm-xQcri6i-0PVYB8cVsPVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Kf9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_jRbsKpopedHsUFosUaHprDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1jh_c2-HjOEz_V68MrO_jzs8jNkgpCoq1BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2-8JO1gpo6zcDO_Oz0o1Y1qpuvucD7Z3BRq3-W69ugHBu2_fBGq1N9z_uvzVJF33jhqO2Ju92HuVJO_MO-PVB11MOoq_VW3uPGqOB1yRBozOj7_OP-q1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGHc-y8AxxHO-M3BxtqVjp13BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfB6zcWE_c2V81NJgpV6uJBE_jzCH1Nk3_o-QsnYUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUS-BQcufy3NsguYpyfYagZUEHmdRHArfopH76Ajp6_KdHAKDUSCaq3oB9f-2gmUEH_KOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRo_jXopn7H_UhHAnR6AUOomFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdp6AyOHArhosnR6AjR6AJhwe?pub_domain=0&t=desktop&src=search&ob=23&dv=desktop&pub_id=0&pub_unit=0&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fgasol%2Fmsi-modern-14-c11m-244id-core-i3-1115g4-256gb-ssd-8gb-ram-intel-uhd%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=1&management_type=1&keywords=laptop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/21/883fb819-6c30-42e1-be4d-529c363f6b76.jpg
"Laptop Lenovo Thinkpad X240 Core i7 Gen 4 - Bergaransi - 4 gb, HDD 320GB",Rp2.049.000,Cashback 3%,Debby Batavia Computer,Bekasi,4.8,11 terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jaosHNosyObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_KOHmFircYpq9z2Qfdi6sUFbm-0g9BRQR-j9fBjUst7HpKFos1pHAJ7bm-xQcri6i-0PVYB8cVsPVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_jabsyfH_npH_HhH_Kho_UDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1Okz9xvzcHF_Oz0o1Y1qpuvucDO_OzSq1hAZSuiHsuk3Bo-ojBWZ_VgucD7_jzZq1h91MW6uJO7_jz0HBB2H3x6zOBN_VPqqVBW1Mx68jBR3M2SouB2Z9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBX1SzMZIxagJyNQcuIzM2je7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_7zSP1YJu_Vozcod_S2gHjOkqp-6qBu2gBJYvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snX6AHFHsUFosnR6AJaosUdHaFirI-2yfuwyMBjUsth6A1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srOoZdOHsedosrOo_eaopnNbm-hP3ua8uYag3hay3N09RosQR-BUstFbsHdoAyFH_jRHpyFHAUhHpJ7we?dv=desktop&src=search&ob=23&pub_domain=0&is_search=1&page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fdebbybatavia%2Flaptop-lenovo-thinkpad-x240-core-i7-gen-4-bergaransi-4-gb-hdd-320gb-736f1%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&keywords=laptop&t=desktop&pub_unit=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/13/d4f657a8-329f-479d-b755-b28deb5ffde6.jpg
"Apple MacBook Air M2 Chip 2022 13"" 256GB / 512GB Midnight, Silver",Rp15.249.000,,tokohapedia,Jakarta Pusat,4.9,250+ terjual,Pro Merchant,https://www.tokopedia.com/tokohapedia/apple-macbook-air-m2-chip-2022-13-256gb-512gb-midnight-silver-inter-cpo-256-grey?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/7/b09f8b1f-5766-46c2-9270-074072ae013d.jpg
"ASUS ROG STRIX G16 G614JV RTX4060 CORE I7 13650HX 64GB 2TB SSD 16""FHD",Rp22.999.000,Cashback 2%,ROGS STORE,Jakarta Utara,4.9,70+ terjual,Official Store,https://www.tokopedia.com/rogsstoreid/asus-rog-strix-g16-g614jv-rtx4060-core-i7-13650hx-64gb-2tb-ssd-16-fhd-16gb-512-ssd-standard?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/15/16fe096d-6a32-4495-b44f-d88c439c02f0.jpg
MACBOOK AIR 2020 M1 CHIP 256GB IBOX,Rp11.344.000,,HokiHP,Jakarta Barat,5.0,40+ terjual,Official Store,https://www.tokopedia.com/hokihp/macbook-air-2020-m1-chip-256gb-ibox-silver-256-ibox?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/9/9a3dffc2-1a1a-4496-9569-e21de7a7f41c.jpg
"ASUS Vivobook 14 M1402IA | RYZEN 7 4800H 8GB / 16GB 512SSD 14""FHD IPS",Rp7.849.000,Cashback 2%,AMD Official Store,Jakarta Utara,5.0,100+ terjual,Official Store,https://www.tokopedia.com/amd-id/asus-vivobook-14-m1402ia-ryzen-7-4800h-8gb-16gb-512ssd-14-fhd-ips-quite-blue-8gb-tanpa-antigores-001ac?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/27/f1af7679-289f-4081-a921-febbf99705ae.png
ASUS VIVOBOOK A416MAO N4020 8GB 256SSD W11+OHS 14.0FHD,Rp4.189.000,Cashback 2%,ProStoreComputer,Jakarta Utara,5.0,250+ terjual,Official Store,https://www.tokopedia.com/prostorecomputer/asus-vivobook-a416mao-n4020-8gb-256ssd-w11-ohs-14-0fhd-ram-4-256ssd-laptop-81403?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/5/c0259bb6-ef65-4902-adb6-3697f9a5a349.png
ASUS VIVOBOOK 14 M415DAO RYZEN 3 3250U 4GB 256GB VEGA 3 FHD OHS W11,Rp4.999.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.9,750+ terjual,Official Store,https://www.tokopedia.com/protechcom/asus-vivobook-14-m415dao-ryzen-3-3250u-4gb-256gb-vega-3-fhd-ohs-w11-4gb-256gb-fhd-76bc2?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/7/83cef908-0a4e-45b2-aada-f2f07664a8ce.jpg
HP Envy 15 x360 Touch i5 1240P EVO 16gb 512ssd IRISXE 15.6FHD IPS,Rp9.299.000,Cashback 2%,Top Tech,Jakarta Utara,4.8,30+ terjual,Official Store,https://www.tokopedia.com/toptech/hp-envy-15-x360-touch-i5-1240p-evo-16gb-512ssd-irisxe-15-6fhd-ips-8gb-i5-1235u-non-bundling?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/24/242f26b9-cf58-4db9-aa14-dd76986929f3.jpg
"ACER Aspire 5 A514-56P i5-1335U 8GB 512GB iRIS Xe 14"" IPS W11 OHS",Rp8.769.000,Cashback 2%,Collins Official,Jakarta Pusat,4.9,250+ terjual,Official Store,https://www.tokopedia.com/collinsofficial/acer-aspire-5-a514-56p-i5-1335u-8gb-512gb-iris-xe-14-ips-w11-ohs?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/3/32b9b28b-c12d-488a-9faf-8863dc5dc93d.jpg
ACER Predator Helios Neo 16 72DN RTX4060 i7 13700HX 16/1TB WQXGA 165Hz,Rp24.499.000,Cashback 3%,Acer Authorized Store Jakarta,Jakarta Utara,4.9,40+ terjual,Official Store,https://www.tokopedia.com/acer-jakarta/acer-predator-helios-neo-16-72dn-rtx4060-i7-13700hx-16-1tb-wqxga-165hz-laptop-16-1tb-ssd-b80a4?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/3/3f8866ad-ef62-433c-b8ed-91db57c9e416.jpg
"Laptop ADVAN Soulmate Celeron N4020 4GB/128GB (upgradable) 14"" HD",Rp2.299.000,Cashback 10 rb,Advan Official Store,Kab. Tangerang,4.9,2rb+ terjual,Official Store,https://www.tokopedia.com/advanstore/laptop-advan-soulmate-celeron-n4020-4gb-128gb-upgradable-14-hd-windows-grey?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/13/632c3394-4262-4781-bcf1-998e356013b6.jpg
LENOVO LOQ 15 GAMING - RTX3050 I5 12450H 8GB 512GB W11+OHS 15.6FHD,Rp12.148.000,Cashback 2%,Intel Gaming ID,Jakarta Utara,5.0,30+ terjual,Official Store,https://www.tokopedia.com/intelgamingid/lenovo-loq-15-gaming-rtx3050-i5-12450h-8gb-512gb-w11-ohs-15-6fhd-non-bundle-ram-8gb-17204?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/13/11d825cc-ada2-49f6-a221-9f42dfc7d832.jpg
Laptop HP 245 G10 Ryzen 3 7300U Radeon 8GB RAM 256GB W11 14 Inch AMD,Rp5.499.000,Cashback 3%,HP Official,Jakarta Utara,4.9,250+ terjual,Official Store,https://www.tokopedia.com/hp/laptop-hp-245-g10-ryzen-3-7300u-radeon-8gb-ram-256gb-w11-14-inch-amd-hp-245-g10-b9544?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/16/b6b54139-947b-46b4-b60f-883acea67866.png
ASUS Zenbook 14X OLED Q420VA Touch EVO i7-13700H 16GB 1TB W11 QHD 2.8K,Rp15.599.000,Cashback 2%,Gateway Indonesia Comp,Jakarta Utara,4.6,30+ terjual,Official Store,https://www.tokopedia.com/gateway/asus-zenbook-14x-oled-q420va-touch-evo-i7-13700h-16gb-1tb-w11-qhd-2-8k-non-bundling-512gb-ssd?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/22/c747913c-9360-4f01-b6f3-02f813e67f5f.jpg
Lenovo Thinkpad X270 Touchscreen Core i5 Gen6 8/256GB Ultrabook Mulus,Rp1.799.000,Cashback 2%,Electro_Com,Jakarta Barat,4.9,1rb+ terjual,Pro Merchant,https://www.tokopedia.com/electrocom/lenovo-thinkpad-x270-touchscreen-core-i5-gen6-8-256gb-ultrabook-mulus-x240-i5-gen4-ram-4-128gb-ssd?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/21/612ef44e-a12d-4691-a283-8f6d4a174824.png
"ASUS Vivobook 14 A1405ZA i3-1215U 8GB 512G Intel UHD 14"" 16:10 W11 OHS",Rp7.199.000,Cashback 2%,AGRES ID,Jakarta Utara,5.0,60+ terjual,Official Store,https://www.tokopedia.com/agresid/asus-vivobook-14-a1405za-i3-1215u-8gb-512g-intel-uhd-14-16-10-w11-ohs-promo-bts-8gb?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/1/fe4c9acd-2437-4eae-9b2b-729b1b7c168d.jpg
"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Rp1.949.000,Cashback 2%,TeknoTrend,Jakarta Pusat,4.9,3rb+ terjual,Official Store,https://www.tokopedia.com/teknotrend/samsung-chromebook-4-laptop-11-6-hd-32gb-4gb-garansi-sein-laptop-murah-dell-chromebook-e6b90?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/21/83b2c6ef-6083-4573-be85-41c00ea1f8b6.png
"LAPTOP INFINIX X2 - i7-1065G7 8GB 512GB 14"" FHD IPS sRGB 100% W11",Rp6.489.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.8,100+ terjual,Official Store,https://www.tokopedia.com/protechcom/laptop-infinix-x2-i7-1065g7-8gb-512gb-14-fhd-ips-srgb-100-w11?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/21/43689a60-c26b-487d-b598-479ada2e6912.jpg
